time,c1x,c1y,c1z,c2x,c2y,c2z,c3x,c3y,c3z,dt1,dt2,ds1x,ds1y,ds2x,ds2y,v1x,v1y,v2x,v2y,ax,ay,px,py,tvx,tvy,tvz,rvx,rvy,rvz,heading,roll,pitch
1717274462.122866,224.000,274.000,62.000,222.000,270.000,62.000,222.000,262.000,61.000, 0.128, 0.137,-2.000,-4.000,-2.000,-4.000,-15.590,-31.180, 0.000,-58.573,114.144,-200.558,337.867,242.682,120.244,57.775,501.146,-2.151, 2.246, 0.095,-2.503,-1.150,-3.724
1717274462.230881,222.000,270.000,62.000,222.000,262.000,61.000,230.000,254.000,61.000, 0.137, 0.108, 0.000,-8.000, 0.000,-8.000, 0.000,-58.573,74.015,-74.015,684.779,-142.870,344.672,243.816,123.621,57.480,505.980,-2.114, 2.224, 0.002,-2.826, 2.987,-2.956
1717274462.329941,222.000,262.000,61.000,230.000,254.000,61.000,256.000,248.000,64.000, 0.108, 0.099, 8.000,-8.000, 8.000,-8.000,74.015,-74.015,262.441,-60.563,1901.941,135.781,366.804,246.677,134.708,57.905,510.879,-2.122, 2.245, 0.014,-3.173, 1.837,-2.435
1717274462.4317582,230.000,254.000,61.000,256.000,248.000,64.000,290.000,238.000,61.000, 0.099, 0.102,26.000,-6.000,26.000,-6.000,262.441,-60.563,333.801,-98.177,700.600,-369.280,392.349,244.646,144.146,59.030,506.666,-2.137, 2.221,-0.053,-2.174, 3.819,-0.936
1717274462.621047,256.000,248.000,64.000,290.000,238.000,61.000,314.000,222.000,61.000, 0.102, 0.189,34.000,-10.000,34.000,-10.000,333.801,-98.177,126.995,-84.663,-1094.307,71.507,346.142,246.841,120.256,62.057,507.906,-2.120, 2.136, 0.150,-0.353, 1.212,-9.231
1717274462.7318678,290.000,238.000,61.000,314.000,222.000,61.000,326.000,208.000,61.000, 0.189, 0.111,24.000,-16.000,24.000,-16.000,126.995,-84.663,108.066,-126.077,-170.466,-372.946,332.080,243.987,115.636,60.381,503.404,-2.163, 2.211, 0.013,-1.215, 1.643,-2.263
1717274462.829571,314.000,222.000,61.000,326.000,208.000,61.000,350.000,194.000,60.000, 0.111, 0.098,12.000,-14.000,12.000,-14.000,108.066,-126.077,245.972,-143.484,1413.380,-178.403,343.378,244.019,121.685,59.394,503.335,-2.156, 2.224, 0.096,-1.807,-0.710,-4.248
1717274462.934025,326.000,208.000,61.000,350.000,194.000,60.000,368.000,178.000,61.000, 0.098, 0.104,24.000,-14.000,24.000,-14.000,245.972,-143.484,173.074,-153.843,-700.933,-99.609,342.050,242.690,121.208,58.813,499.861,-2.173, 2.245, 0.068,-1.895,-1.028,-2.461
1717274463.044662,350.000,194.000,60.000,368.000,178.000,61.000,374.000,164.000,62.000, 0.104, 0.111,18.000,-16.000,18.000,-16.000,173.074,-153.843,53.915,-125.801,-1070.735,251.983,335.558,242.758,118.629,58.470,500.501,-2.164, 2.244, 0.062,-2.110,-0.601,-2.586
1717274463.169923,368.000,178.000,61.000,374.000,164.000,62.000,382.000,144.000,63.000, 0.111, 0.125, 6.000,-14.000, 6.000,-14.000,53.915,-125.801,63.816,-159.539,78.981,-269.131,338.013,242.430,120.053,57.992,499.662,-2.163, 2.252, 0.071,-2.332,-1.062,-2.614
1717274463.3064451,374.000,164.000,62.000,382.000,144.000,63.000,380.000,130.000,63.000, 0.125, 0.136, 8.000,-20.000, 8.000,-20.000,63.816,-159.539,-14.653,-102.569,-574.890,417.383,337.074,242.091,119.644,57.796,500.869,-2.157, 2.246, 0.080,-2.331,-0.948,-3.158
1717274463.440722,382.000,144.000,63.000,380.000,130.000,63.000,362.000,128.000,63.000, 0.136, 0.134,-2.000,-14.000,-2.000,-14.000,-14.653,-102.569,-134.151,-14.906,-890.603,653.344,337.087,242.458,119.681,57.927,500.733,-2.157, 2.247, 0.078,-2.355,-0.893,-3.106
1717274463.56807,380.000,130.000,63.000,362.000,128.000,63.000,334.000,124.000,63.000, 0.134, 0.127,-18.000,-2.000,-18.000,-2.000,-134.151,-14.906,-219.892,-31.413,-673.350,-129.638,337.509,242.374,119.691,58.120,499.897,-2.167, 2.252, 0.043,-2.217,-0.440,-1.745
1717274463.734713,362.000,128.000,63.000,334.000,124.000,63.000,302.000,128.000,63.000, 0.127, 0.167,-28.000,-4.000,-28.000,-4.000,-219.892,-31.413,-192.090,24.011,166.893,332.702,337.157,242.067,119.607,57.828,501.347,-2.153, 2.241, 0.048,-2.290, 0.137,-2.598
1717274463.86593,334.000,124.000,63.000,302.000,128.000,63.000,256.000,154.000,67.000, 0.167, 0.131,-32.000, 4.000,-32.000, 4.000,-192.090,24.011,-350.065,197.863,-1202.209,1323.030,336.964,242.806,119.823,57.760,502.284,-2.141, 2.235, 0.110,-2.508,-0.983,-4.688
1717274463.996293,302.000,128.000,63.000,256.000,154.000,67.000,234.000,190.000,63.000, 0.131, 0.130,-46.000,26.000,-46.000,26.000,-350.065,197.863,-169.200,276.872,1391.016,607.651,336.860,242.557,119.716,57.704,502.312,-2.141, 2.234, 0.098,-2.468,-0.641,-4.421
1717274464.141578,256.000,154.000,67.000,234.000,190.000,63.000,220.000,238.000,63.000, 0.130, 0.145,-22.000,36.000,-22.000,36.000,-169.200,276.872,-96.305,330.187,501.437,366.748,337.007,242.350,119.663,57.856,500.586,-2.156, 2.246, 0.086,-2.379,-1.058,-3.371
1717274464.2741508,234.000,190.000,63.000,220.000,238.000,63.000,226.000,284.000,62.000, 0.145, 0.132,-14.000,48.000,-14.000,48.000,-96.305,330.187,45.464,348.561,1074.243,139.228,337.265,242.459,119.787,57.895,500.968,-2.156, 2.246, 0.084,-2.370,-1.028,-3.298
1717274464.406464,220.000,238.000,63.000,226.000,284.000,62.000,248.000,320.000,60.000, 0.132, 0.133, 6.000,46.000, 6.000,46.000,45.464,348.561,165.435,270.712,902.151,-585.409,337.149,242.369,119.849,57.584,503.340,-2.139, 2.232, 0.087,-2.448,-0.223,-4.241
1717274464.547694,226.000,284.000,62.000,248.000,320.000,60.000,274.000,348.000,64.000, 0.133, 0.141,22.000,36.000,22.000,36.000,165.435,270.712,184.367,198.549,134.249,-511.708,336.383,242.154,119.206,57.994,501.696,-2.165, 2.246, 0.231,-2.420,-5.315,-6.643
1717274464.680935,248.000,320.000,60.000,274.000,348.000,64.000,300.000,356.000,59.000, 0.141, 0.133,26.000,28.000,26.000,28.000,184.367,198.549,195.827,60.255,86.315,-1041.611,336.648,242.286,119.245,58.168,498.092,-2.173, 2.258, 0.084,-2.229,-1.837,-2.492
1717274464.825823,274.000,348.000,64.000,300.000,356.000,59.000,322.000,364.000,62.000, 0.133, 0.146,26.000, 8.000,26.000, 8.000,195.827,60.255,151.041,54.924,-307.482,-36.598,336.484,242.156,119.292,57.966,498.785, 2.187,-2.276,-0.076,-2.304,-1.275,-2.613
1717274464.971484,300.000,356.000,59.000,322.000,364.000,62.000,328.000,364.000,62.000, 0.146, 0.146,22.000, 8.000,22.000, 8.000,151.041,54.924,41.222, 0.000,-754.489,-377.344,336.973,242.366,119.498,58.079,498.831, 2.185,-2.273,-0.080,-2.287,-1.499,-2.591
1717274465.129638,322.000,364.000,62.000,328.000,364.000,62.000,328.000,364.000,60.000, 0.146, 0.158, 6.000, 0.000, 6.000, 0.000,41.222, 0.000, 0.000, 0.000,-260.597, 0.000,336.616,242.287,119.290,58.094,498.534,-2.167, 2.253, 0.073,-2.266,-1.263,-2.497
1717274465.255148,328.000,364.000,62.000,328.000,364.000,60.000,320.000,364.000,62.000, 0.158, 0.126, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,-63.716, 0.000,-507.458, 0.000,336.948,242.471,119.576,58.016,499.413,-2.164, 2.253, 0.080,-2.341,-1.331,-2.811
1717274465.392724,328.000,364.000,60.000,320.000,364.000,62.000,308.000,360.000,61.000, 0.126, 0.136,-8.000, 0.000,-8.000, 0.000,-63.716, 0.000,-88.323,-29.441,-181.113,-216.691,336.817,242.382,119.401,58.113,498.875,-2.168, 2.254, 0.080,-2.271,-1.481,-2.653
1717274465.564224,320.000,364.000,62.000,308.000,360.000,61.000,290.000,354.000,62.000, 0.136, 0.173,-12.000,-4.000,-12.000,-4.000,-88.323,-29.441,-103.842,-34.614,-89.532,-29.844,335.831,241.916,118.842,58.025,500.202,-2.172, 2.252, 0.215,-2.351,-5.211,-5.901
1717274465.717181,308.000,360.000,61.000,290.000,354.000,62.000,254.000,328.000,61.000, 0.173, 0.153,-18.000,-6.000,-18.000,-6.000,-103.842,-34.614,-235.761,-170.272,-863.929,-888.414,337.484,242.900,120.088,57.794,503.115, 2.200,-2.296,-0.103,-2.483,-0.935,-4.248
1717274465.887094,290.000,354.000,62.000,254.000,328.000,61.000,232.000,298.000,60.000, 0.153, 0.170,-36.000,-26.000,-36.000,-26.000,-235.761,-170.272,-129.307,-176.327,625.695,-35.591,337.061,242.593,119.832,57.716,502.887,-2.144, 2.237, 0.102,-2.455,-0.887,-4.375
1717274466.058309,254.000,328.000,61.000,232.000,298.000,60.000,222.000,264.000,61.000, 0.170, 0.171,-22.000,-30.000,-22.000,-30.000,-129.307,-176.327,-58.570,-199.139,414.305,-133.610,337.019,242.500,119.658,57.885,501.514,-2.150, 2.240, 0.083,-2.372,-0.635,-3.655
1717274466.21765,232.000,298.000,60.000,222.000,264.000,61.000,226.000,212.000,61.000, 0.171, 0.160,-10.000,-34.000,-10.000,-34.000,-58.570,-199.139,25.064,-325.827,524.042,-793.811,336.896,242.585,119.649,57.899,501.145,-2.152, 2.243, 0.090,-2.401,-0.993,-3.665
1717274466.411828,222.000,264.000,61.000,226.000,212.000,61.000,240.000,178.000,62.000, 0.160, 0.194, 4.000,-52.000, 4.000,-52.000,25.064,-325.827,71.991,-174.835,241.310,776.430,336.794,242.903,119.776,57.693,503.129,-2.134, 2.229, 0.120,-2.536,-0.886,-5.333
